Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,94.20198040118059,97.36542510986328,92.20102038644326,97.36542510986328,263250,0.0,0.0
2000-01-04,102.68682011973337,102.68682011973337,95.53816253946772,97.8932113647461,377687,0.0,0.0
2000-01-05,98.47778488581028,98.47778488581028,91.19550522374568,95.87554168701172,422487,0.0,0.0
2000-01-06,95.80539037050066,95.87220179460276,90.12654675158443,90.58419799804688,413537,0.0,0.0
2000-01-07,91.52957272748021,92.85909229296705,83.33867912432366,83.34870147705078,831700,0.0,0.0
2000-01-10,86.05118112693874,86.7860879822595,79.57061684668771,80.56608581542969,1323900,0.0,0.0
2000-01-11,81.84212921904066,81.84212921904066,74.1222423594064,74.44293212890625,2337187,0.0,0.0
2000-01-12,79.16975292589728,80.39905548095703,79.16975292589728,80.39905548095703,92700,0.0,0.0
2000-01-13,86.83282916775283,86.83282916775283,85.59684953068945,86.6557846069336,1129737,0.0,0.0
2000-01-14,86.78606470172475,87.15685987680669,81.5080824837285,85.56344604492188,884112,0.0,0.0
2000-01-17,89.19122227184711,89.52526668672817,83.52240036991047,84.85191345214844,686725,0.0,0.0
2000-01-18,86.45201360397945,86.45201360397945,80.17188538556533,81.51810455322266,646137,0.0,0.0
2000-01-19,78.5016429166361,81.5014102203646,75.62881479655493,80.42910766601562,1658362,0.0,0.0
2000-01-20,80.50593306055069,81.70850696208983,80.23869370782101,80.75981140136719,557525,0.0,0.0
2000-01-21,80.8400048162624,80.8400048162624,77.49950885478859,80.24539184570312,539600,0.0,0.0
2000-01-24,81.37447985379178,81.7686584607504,79.1697531320724,80.97361755371094,849125,0.0,0.0
2000-01-25,79.8378357607021,80.70636529637284,78.5717890205381,79.79106903076172,823137,0.0,0.0
2000-01-26,79.79106903076172,79.79106903076172,79.79106903076172,79.79106903076172,0,0.0,0.0
2000-01-27,81.84213889690093,81.84213889690093,79.16974507335301,79.52383422851562,419362,0.0,0.0
2000-01-28,80.84000042815599,81.17404490897866,78.23441142590482,79.08623504638672,322925,0.0,0.0
2000-01-31,77.63311962674392,79.16306727537881,77.16545226567297,78.37471008300781,380912,0.0,0.0
2000-02-01,79.1697260510723,82.30978644639966,77.49947871979641,81.47466278076172,716700,0.0,0.0
2000-02-02,83.44556768575374,86.51882349216326,82.84427753666444,84.90536499023438,844312,0.0,0.0
2000-02-03,86.11795199059846,86.78270841967162,82.51021812316891,83.07141876220703,363850,0.0,0.0
2000-02-04,83.17831886150265,83.51236961425731,79.91465785265702,81.2508544921875,378600,0.0,0.0
2000-02-07,81.50808064669975,83.17832822704806,79.83783306635144,81.56153106689453,988425,0.0,0.0
2000-02-08,80.2386947584852,82.4768267562111,79.18643700580728,80.54936218261719,842075,0.0,0.0
2000-02-09,82.51022207100415,84.51451380431759,80.90677976427015,81.38447570800781,361762,0.0,0.0
2000-02-10,80.17188817165119,80.973606288789,79.16974211810124,80.01154327392578,356587,0.0,0.0
2000-02-11,80.17189749651592,80.17189749651592,76.83140176749443,77.8769760131836,282500,0.0,0.0
2000-02-14,77.16545394293937,78.10078868541167,73.49090730346795,76.99508666992188,710225,0.0,0.0
2000-02-15,75.56201153738358,77.43268724633731,74.82709844453458,76.95165252685547,457162,0.0,0.0
2000-02-16,77.83354843017803,78.83570097812063,76.83140225372543,77.81684875488281,154250,0.0,0.0
2000-02-17,79.77102824522704,84.04352603857801,77.36587382392759,84.0368423461914,851725,0.0,0.0
2000-02-18,86.09792349834606,86.09792349834606,79.16973846938491,80.24871826171875,993825,0.0,0.0
2000-02-21,81.17404593503969,82.7106773265056,76.16330220148193,77.94712829589844,626987,0.0,0.0
2000-02-22,77.49950905017089,78.83570616383099,74.22581815734061,75.278076171875,722987,0.0,0.0
2000-02-23,78.43481233107056,80.17187106667221,75.82923059915595,76.38709259033203,484537,0.0,0.0
2000-02-24,75.82924397699577,78.10077537257992,75.82924397699577,76.80132293701172,259287,0.0,0.0
2000-02-25,76.1566189601473,76.49734711186407,74.82709933050683,75.81254577636719,176137,0.0,0.0
2000-02-28,73.49089069326526,81.7753168422579,73.49089069326526,79.8678970336914,701887,0.0,0.0
2000-02-29,80.57276028619012,84.18049544100519,73.48422280036195,76.7979965209961,977200,0.0,0.0
2000-03-01,75.82926512489229,75.82926512489229,70.65483093261719,70.65483093261719,412500,0.0,0.0
2000-03-02,66.98695467680119,68.5469692887996,65.00270080566406,65.00270080566406,531737,0.0,0.0
2000-03-03,59.804893493652344,64.47156379768985,59.804893493652344,59.804893493652344,622562,0.0,0.0
2000-03-06,58.52547054477019,63.469401329717314,58.19141978978982,62.10982131958008,1021712,0.0,0.0
2000-03-07,63.93707326767212,63.93707326767212,59.46080938748412,61.77911376953125,1008325,0.0,0.0
2000-03-08,63.40260218883547,65.60732867879362,60.1222344805979,61.959510803222656,566037,0.0,0.0
2000-03-09,62.06640385759909,63.13536135893512,58.79271991688518,60.222450256347656,338200,0.0,0.0
2000-03-10,63.80347589895081,65.04280090332031,60.12892896564128,65.04280090332031,541850,0.0,0.0
2000-03-13,66.14179992449084,70.24726867675781,66.00818343468904,70.24726867675781,217175,0.0,0.0
2000-03-14,70.81851945065964,75.86934661865234,66.14181984106672,75.86934661865234,736800,0.0,0.0
2000-03-15,81.77533389909807,81.93901747617683,75.16115388626439,76.85812377929688,1182862,0.0,0.0
2000-03-16,78.50162974491667,78.50162974491667,70.81849406315845,71.0356216430664,382437,0.0,0.0
2000-03-17,71.0356216430664,71.0356216430664,71.0356216430664,71.0356216430664,0,0.0,0.0
2000-03-20,71.0356216430664,71.0356216430664,71.0356216430664,71.0356216430664,0,0.0,0.0
2000-03-21,73.42408717520141,76.72115449547422,70.08359178373831,75.83926391601562,972500,0.0,0.0
2000-03-22,76.89821261773041,79.16975071537163,74.82710247826637,78.02729797363281,723087,0.0,0.0
2000-03-23,77.16544924750158,78.83569703912936,74.89391123144944,77.84356689453125,425475,0.0,0.0
2000-03-24,75.50855560311831,78.1007768307054,72.55555517649353,74.70349884033203,264500,0.0,0.0
2000-03-27,75.49519569295568,75.62881219291165,68.74739360071469,71.11246490478516,310387,0.0,0.0
2000-03-28,69.48230988331338,71.44986424832916,66.80991579991289,68.65386962890625,309850,0.0,0.0
2000-03-29,72.6223787110113,73.15685753505907,69.14826635470072,70.04351806640625,335575,0.0,0.0
2000-03-30,68.28305507853513,71.41977698563866,67.5448034749953,70.20384216308594,375862,0.0,0.0
2000-03-31,71.82065907575507,75.8225728564558,68.48016330478973,75.7190170288086,894312,0.0,0.0
2000-04-03,79.15301360413405,82.17748106749019,76.60185547646368,80.63671112060547,1740437,0.44,0.0
2000-04-04,77.87741744798288,82.1673884272507,74.26215459325422,77.97476196289062,1988287,0.0,0.0
2000-04-05,78.54877243686624,81.30133527776653,77.87741923808257,78.50177764892578,814450,0.0,0.0
2000-04-06,79.61959660518497,79.61959660518497,74.1849624998865,77.09529113769531,1070625,0.0,0.0
2000-04-07,77.20604790108163,83.26504529338025,76.601825632229,83.21133422851562,1376887,0.0,0.0
2000-04-10,83.91964648215408,89.47176803971195,83.91964648215408,87.3804931640625,1595475,0.0,0.0
2000-04-11,85.26235616677197,87.94778858932519,82.66420345121286,87.18915557861328,1059375,0.0,0.0
2000-04-12,87.27641109710216,87.27641109710216,82.2412335338078,83.11399841308594,340212,0.0,0.0
2000-04-13,82.05999180887744,82.57694102769936,77.87744167219289,81.42891693115234,724212,0.0,0.0
